,Year,Month,Day,Time,Data Quality,Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
0,2017,3,1,00:00, ,10.6,,7.1,,79.0,,,M,,M,,,99.16,,,,,,
1,2017,3,1,01:00, ,9.8,,8.5,,92.0,,,M,,M,,,99.05,,,,,,
2,2017,3,1,02:00, ,9.9,,9.0,,94.0,,,M,,M,,,98.83,,,,,,
3,2017,3,1,03:00, ,9.8,,8.9,,94.0,,,M,,M,,,98.61,,,,,,
4,2017,3,1,04:00, ,9.3,,8.5,,95.0,,,M,,M,,,98.4,,,,,,
5,2017,3,1,05:00, ,10.6,,9.8,,95.0,,,M,,M,,,98.35,,,,,,
6,2017,3,1,06:00, ,11.3,,10.4,,95.0,,,M,,M,,,98.25,,,,,,
7,2017,3,1,07:00, ,11.1,,10.2,,94.0,,,M,,M,,,98.21,,,,,,
8,2017,3,1,08:00, ,10.4,,9.3,,93.0,,,M,,M,,,98.03,,,,,,
9,2017,3,1,09:00, ,10.5,,9.4,,93.0,,,M,,M,,,98.12,,,,,,
10,2017,3,1,10:00, ,12.3,,9.8,,85.0,,,M,,M,,,97.99,,,,,,
11,2017,3,1,11:00, ,12.2,,8.8,,80.0,,,M,,M,,,97.89,,,,,,
12,2017,3,1,12:00, ,11.9,,8.2,,78.0,,,M,,M,,,97.92,,,,,,
13,2017,3,1,13:00, ,11.1,,7.7,,80.0,,,M,,M,,,97.87,,,,,,
14,2017,3,1,14:00, ,12.6,,8.8,,78.0,,,M,,M,,,97.83,,,,,,
15,2017,3,1,15:00, ,12.8,,8.4,,74.0,,,M,,M,,,97.73,,,,,,
16,2017,3,1,16:00, ,11.7,,7.5,,76.0,,,M,,M,,,97.66,,,,,,
17,2017,3,1,17:00, ,11.4,,8.7,,84.0,,,M,,M,,,97.59,,,,,,
18,2017,3,1,18:00, ,9.8,,7.1,,83.0,,,M,,M,,,97.56,,,,,,
19,2017,3,1,19:00, ,11.1,,6.9,,75.0,,,M,,M,,,97.65,,,,,,
20,2017,3,1,20:00, ,8.1,,3.3,,72.0,,,M,,M,,,97.89,,,,,,
21,2017,3,1,21:00, ,5.6,,0.3,,69.0,,,M,,M,,,98.07,,,,,,
22,2017,3,1,22:00, ,3.6,,-2.6,,64.0,,,M,,M,,,98.2,,,,,,
23,2017,3,1,23:00, ,1.5,,-4.5,,64.0,,,M,,M,,,98.32,,,,,,
24,2017,3,2,00:00, ,-0.1,,-5.9,,65.0,,,M,,M,,,98.44,,,,,,
25,2017,3,2,01:00, ,-1.8,,-9.1,,57.0,,,M,,M,,,98.64,,,,,,
26,2017,3,2,02:00, ,-4.7,,-12.7,,53.0,,,M,,M,,,98.88,,,,,,
27,2017,3,2,03:00, ,-5.7,,-13.0,,56.0,,,M,,M,,,99.03,,,,,,
28,2017,3,2,04:00, ,-5.8,,-11.1,,66.0,,,M,,M,,,99.25,,,,,,
29,2017,3,2,05:00, ,-6.1,,-11.8,,64.0,,,M,,M,,,99.45,,,,,,
30,2017,3,2,06:00, ,-6.3,,-12.2,,63.0,,,M,,M,,,99.62,,,,,,
31,2017,3,2,07:00, ,-5.9,,-11.8,,63.0,,,M,,M,,,99.77,,,,,,
32,2017,3,2,08:00, ,-5.9,,-11.4,,65.0,,,M,,M,,,99.92,,,,,,
33,2017,3,2,09:00, ,-5.5,,-11.9,,61.0,,,M,,M,,,100.08,,,,,,
34,2017,3,2,10:00, ,-4.8,,-12.5,,55.0,,,M,,M,,,100.17,,,,,,
35,2017,3,2,11:00, ,-3.9,,-12.2,,53.0,,,M,,M,,,100.26,,,,,,
36,2017,3,2,12:00, ,-1.7,,-11.4,,48.0,,,M,,M,,,100.31,,,,,,
37,2017,3,2,13:00, ,-2.7,,-12.9,,45.0,,,M,,M,,,100.33,,,,,,
38,2017,3,2,14:00, ,-2.3,,-14.4,,39.0,,,M,,M,,,100.36,,,,,,
39,2017,3,2,15:00, ,-1.7,,-12.7,,43.0,,,M,,M,,,100.39,,,,,,
40,2017,3,2,16:00, ,-2.0,,-13.0,,43.0,,,M,,M,,,100.44,,,,,,
41,2017,3,2,17:00, ,-2.2,,-12.7,,44.0,,,M,,M,,,100.5,,,,,,
42,2017,3,2,18:00, ,-2.8,,-12.5,,47.0,,,M,,M,,,100.61,,,,,,
43,2017,3,2,19:00, ,-3.5,,-12.0,,52.0,,,M,,M,,,100.73,,,,,,
44,2017,3,2,20:00, ,-4.5,,-13.9,,48.0,,,M,,M,,,100.8,,,,,,
45,2017,3,2,21:00, ,-5.3,,-12.3,,58.0,,,M,,M,,,100.88,,,,,,
46,2017,3,2,22:00, ,-5.4,,-11.6,,61.0,,,M,,M,,,100.89,,,,,,
47,2017,3,2,23:00, ,-5.4,,-11.7,,61.0,,,M,,M,,,100.88,,,,,,
48,2017,3,3,00:00, ,-5.6,,-11.5,,63.0,,,M,,M,,,100.85,,,,,,
49,2017,3,3,01:00, ,-5.4,,-11.0,,64.0,,,M,,M,,,100.87,,,,,,
50,2017,3,3,02:00, ,-5.6,,-10.9,,67.0,,,M,,M,,,100.87,,,,,,
51,2017,3,3,03:00, ,-5.4,,-10.6,,67.0,,,M,,M,,,100.82,,,,,,
52,2017,3,3,04:00, ,-4.9,,-10.0,,67.0,,,M,,M,,,100.8,,,,,,
53,2017,3,3,05:00, ,-4.9,,-9.9,,68.0,,,M,,M,,,100.8,,,,,,
54,2017,3,3,06:00, ,-4.8,,-9.5,,70.0,,,M,,M,,,100.81,,,,,,
55,2017,3,3,07:00, ,-5.0,,-7.6,,82.0,,,M,,M,,,100.84,,,,,,
56,2017,3,3,08:00, ,-4.4,,-9.3,,68.0,,,M,,M,,,100.93,,,,,,
57,2017,3,3,09:00, ,-5.2,,-12.6,,56.0,,,M,,M,,,101.05,,,,,,
58,2017,3,3,10:00, ,-4.8,,-16.2,,41.0,,,M,,M,,,101.15,,,,,,
59,2017,3,3,11:00, ,-5.4,,-18.9,,34.0,,,M,,M,,,101.28,,,,,,
60,2017,3,3,12:00, ,-5.8,,-16.1,,44.0,,,M,,M,,,101.38,,,,,,
61,2017,3,3,13:00, ,-5.6,,-13.8,,53.0,,,M,,M,,,101.44,,,,,,
62,2017,3,3,14:00, ,-6.7,,-12.3,,64.0,,,M,,M,,,101.52,,,,,,
63,2017,3,3,15:00, ,-6.5,,-13.4,,58.0,,,M,,M,,,101.57,,,,,,
64,2017,3,3,16:00, ,-5.9,,-18.2,,37.0,,,M,,M,,,101.63,,,,,,
65,2017,3,3,17:00, ,-6.6,,-18.7,,38.0,,,M,,M,,,101.72,,,,,,
66,2017,3,3,18:00, ,-7.3,,-20.2,,35.0,,,M,,M,,,101.79,,,,,,
67,2017,3,3,19:00, ,-7.3,,-17.8,,43.0,,,M,,M,,,101.84,,,,,,
68,2017,3,3,20:00, ,-7.7,,-16.5,,50.0,,,M,,M,,,101.86,,,,,,
69,2017,3,3,21:00, ,-8.0,,-15.2,,56.0,,,M,,M,,,101.9,,,,,,
70,2017,3,3,22:00, ,-8.0,,-14.5,,59.0,,,M,,M,,,101.9,,,,,,
71,2017,3,3,23:00, ,-8.0,,-13.8,,63.0,,,M,,M,,,101.88,,,,,,
72,2017,3,4,00:00, ,-7.7,,-13.3,,64.0,,,M,,M,,,101.89,,,,,,
73,2017,3,4,01:00, ,-7.6,,-10.6,,79.0,,,M,,M,,,101.9,,,,,,
74,2017,3,4,02:00, ,-7.5,,-10.5,,79.0,,,M,,M,,,101.91,,,,,,
75,2017,3,4,03:00, ,-7.2,,-11.5,,72.0,,,M,,M,,,101.91,,,,,,
76,2017,3,4,04:00, ,-7.3,,-11.6,,71.0,,,M,,M,,,101.95,,,,,,
77,2017,3,4,05:00, ,-9.3,,-14.5,,66.0,,,M,,M,,,102.08,,,,,,
78,2017,3,4,06:00, ,-9.9,,-17.4,,54.0,,,M,,M,,,102.18,,,,,,
79,2017,3,4,07:00, ,-11.3,,-19.0,,53.0,,,M,,M,,,102.32,,,,,,
80,2017,3,4,08:00, ,-11.9,,-19.4,,54.0,,,M,,M,,,102.42,,,,,,
81,2017,3,4,09:00, ,-11.3,,-19.0,,53.0,,,M,,M,,,102.52,,,,,,
82,2017,3,4,10:00, ,-11.1,,-21.9,,41.0,,,M,,M,,,102.59,,,,,,
83,2017,3,4,11:00, ,-9.4,,-20.5,,40.0,,,M,,M,,,102.63,,,,,,
84,2017,3,4,12:00, ,-9.2,,-22.4,,33.0,,,M,,M,,,102.65,,,,,,
85,2017,3,4,13:00, ,-8.2,,-21.8,,33.0,,,M,,M,,,102.62,,,,,,
86,2017,3,4,14:00, ,-7.3,,-20.3,,34.0,,,M,,M,,,102.57,,,,,,
87,2017,3,4,15:00, ,-7.2,,-21.5,,31.0,,,M,,M,,,102.55,,,,,,
88,2017,3,4,16:00, ,-7.2,,-23.6,,26.0,,,M,,M,,,102.53,,,,,,
89,2017,3,4,17:00, ,-7.0,,-21.7,,30.0,,,M,,M,,,102.51,,,,,,
90,2017,3,4,18:00, ,-7.4,,-21.3,,32.0,,,M,,M,,,102.54,,,,,,
91,2017,3,4,19:00, ,-8.1,,-21.2,,34.0,,,M,,M,,,102.58,,,,,,
92,2017,3,4,20:00, ,-8.6,,-20.8,,37.0,,,M,,M,,,102.58,,,,,,
93,2017,3,4,21:00, ,-9.1,,-20.4,,40.0,,,M,,M,,,102.6,,,,,,
94,2017,3,4,22:00, ,-9.4,,-19.7,,43.0,,,M,,M,,,102.62,,,,,,
95,2017,3,4,23:00, ,-9.7,,-19.0,,47.0,,,M,,M,,,102.59,,,,,,
96,2017,3,5,00:00, ,-9.9,,-18.9,,48.0,,,M,,M,,,102.64,,,,,,
97,2017,3,5,01:00, ,-10.2,,-19.1,,48.0,,,M,,M,,,102.64,,,,,,
98,2017,3,5,02:00, ,-10.4,,-19.2,,48.0,,,M,,M,,,102.65,,,,,,
99,2017,3,5,03:00, ,-10.2,,-18.9,,49.0,,,M,,M,,,102.67,,,,,,
100,2017,3,5,04:00, ,-10.5,,-18.9,,50.0,,,M,,M,,,102.66,,,,,,
101,2017,3,5,05:00, ,-10.3,,-17.6,,55.0,,,M,,M,,,102.61,,,,,,
102,2017,3,5,06:00, ,-10.3,,-16.3,,61.0,,,M,,M,,,102.57,,,,,,
103,2017,3,5,07:00, ,-9.8,,-14.5,,69.0,,,M,,M,,,102.59,,,,,,
104,2017,3,5,08:00, ,-8.6,,-13.1,,70.0,,,M,,M,,,102.55,,,,,,
105,2017,3,5,09:00, ,-6.5,,-12.2,,64.0,,,M,,M,,,102.53,,,,,,
106,2017,3,5,10:00, ,-5.7,,-10.3,,70.0,,,M,,M,,,102.47,,,,,,
107,2017,3,5,11:00, ,-5.5,,-9.6,,73.0,,,M,,M,,,102.43,,,,,,
108,2017,3,5,12:00, ,-4.9,,-10.7,,64.0,,,M,,M,,,102.37,,,,,,
109,2017,3,5,13:00, ,-4.4,,-10.0,,65.0,,,M,,M,,,102.28,,,,,,
110,2017,3,5,14:00, ,-3.8,,-9.5,,65.0,,,M,,M,,,102.19,,,,,,
111,2017,3,5,15:00, ,-4.1,,-10.2,,62.0,,,M,,M,,,102.1,,,,,,
112,2017,3,5,16:00, ,-3.9,,-9.9,,63.0,,,M,,M,,,102.01,,,,,,
113,2017,3,5,17:00, ,-3.6,,-9.6,,63.0,,,M,,M,,,101.92,,,,,,
114,2017,3,5,18:00, ,-3.2,,-8.6,,66.0,,,M,,M,,,101.85,,,,,,
115,2017,3,5,19:00, ,-2.6,,-8.1,,66.0,,,M,,M,,,101.76,,,,,,
116,2017,3,5,20:00, ,-1.9,,-7.1,,67.0,,,M,,M,,,101.69,,,,,,
117,2017,3,5,21:00, ,-1.3,,-6.6,,67.0,,,M,,M,,,101.63,,,,,,
118,2017,3,5,22:00, ,-1.1,,-7.0,,64.0,,,M,,M,,,101.55,,,,,,
119,2017,3,5,23:00, ,-0.7,,-7.4,,60.0,,,M,,M,,,101.49,,,,,,
120,2017,3,6,00:00, ,-0.6,,-6.4,,65.0,,,M,,M,,,101.44,,,,,,
121,2017,3,6,01:00, ,-0.4,,-6.3,,64.0,,,M,,M,,,101.38,,,,,,
122,2017,3,6,02:00, ,0.2,,-5.8,,64.0,,,M,,M,,,101.39,,,,,,
123,2017,3,6,03:00, ,0.5,,-5.3,,65.0,,,M,,M,,,101.31,,,,,,
124,2017,3,6,04:00, ,0.6,,-4.6,,68.0,,,M,,M,,,101.18,,,,,,
125,2017,3,6,05:00, ,0.9,,-3.9,,71.0,,,M,,M,,,101.17,,,,,,
126,2017,3,6,06:00, ,1.0,,-3.8,,70.0,,,M,,M,,,101.13,,,,,,
127,2017,3,6,07:00,,,,,,,,,,,,,,,,,,,,
128,2017,3,6,08:00, ,2.0,,-3.7,,66.0,,,M,,M,,,101.07,,,,,,
129,2017,3,6,09:00, ,2.2,,-2.6,,71.0,,,M,,M,,,101.04,,,,,,
130,2017,3,6,10:00, ,2.4,,-2.2,,71.0,,,M,,M,,,101.02,,,,,,
131,2017,3,6,11:00, ,3.6,,-1.6,,69.0,,,M,,M,,,100.99,,,,,,
132,2017,3,6,12:00, ,4.6,,-1.6,,64.0,,,M,,M,,,100.93,,,,,,
133,2017,3,6,13:00, ,4.0,,-1.7,,66.0,,,M,,M,,,100.87,,,,,,
134,2017,3,6,14:00, ,4.1,,-1.1,,69.0,,,M,,M,,,100.8,,,,,,
135,2017,3,6,15:00, ,3.7,,-0.1,,76.0,,,M,,M,,,100.75,,,,,,
136,2017,3,6,16:00, ,3.7,,-0.7,,73.0,,,M,,M,,,100.69,,,,,,
137,2017,3,6,17:00, ,3.7,,-0.5,,74.0,,,M,,M,,,100.65,,,,,,
138,2017,3,6,18:00, ,3.6,,-0.7,,74.0,,,M,,M,,,100.64,,,,,,
139,2017,3,6,19:00, ,4.0,,-0.5,,72.0,,,M,,M,,,100.6,,,,,,
140,2017,3,6,20:00, ,4.6,,0.1,,72.0,,,M,,M,,,100.58,,,,,,
141,2017,3,6,21:00, ,5.5,,1.4,,75.0,,,M,,M,,,100.52,,,,,,
142,2017,3,6,22:00, ,6.5,,2.7,,77.0,,,M,,M,,,100.49,,,,,,
143,2017,3,6,23:00, ,5.9,,4.6,,91.0,,,M,,M,,,100.41,,,,,,
144,2017,3,7,00:00, ,6.2,,5.2,,93.0,,,M,,M,,,100.33,,,,,,
145,2017,3,7,01:00, ,6.4,,5.5,,94.0,,,M,,M,,,100.27,,,,,,
146,2017,3,7,02:00, ,7.0,,6.3,,95.0,,,M,,M,,,100.18,,,,,,
147,2017,3,7,03:00, ,8.5,,7.7,,95.0,,,M,,M,,,100.09,,,,,,
148,2017,3,7,04:00, ,8.9,,8.1,,95.0,,,M,,M,,,100.0,,,,,,
149,2017,3,7,05:00, ,7.5,,6.8,,96.0,,,M,,M,,,99.93,,,,,,
150,2017,3,7,06:00, ,9.6,,8.9,,95.0,,,M,,M,,,99.89,,,,,,
151,2017,3,7,07:00, ,9.8,,8.8,,93.0,,,M,,M,,,99.84,,,,,,
152,2017,3,7,08:00, ,9.8,,8.6,,92.0,,,M,,M,,,99.86,,,,,,
153,2017,3,7,09:00, ,9.5,,7.9,,90.0,,,M,,M,,,99.84,,,,,,
154,2017,3,7,10:00, ,9.7,,7.7,,87.0,,,M,,M,,,99.75,,,,,,
155,2017,3,7,11:00, ,9.6,,7.4,,86.0,,,M,,M,,,99.67,,,,,,
156,2017,3,7,12:00, ,9.7,,7.7,,87.0,,,M,,M,,,99.6,,,,,,
157,2017,3,7,13:00, ,10.0,,7.4,,84.0,,,M,,M,,,99.55,,,,,,
158,2017,3,7,14:00, ,10.3,,8.2,,87.0,,,M,,M,,,99.44,,,,,,
159,2017,3,7,15:00, ,10.5,,8.3,,86.0,,,M,,M,,,99.46,,,,,,
160,2017,3,7,16:00, ,10.8,,8.4,,85.0,,,M,,M,,,99.45,,,,,,
161,2017,3,7,17:00, ,9.9,,8.4,,91.0,,,M,,M,,,99.45,,,,,,
162,2017,3,7,18:00, ,10.4,,8.6,,89.0,,,M,,M,,,99.44,,,,,,
163,2017,3,7,19:00, ,9.5,,6.6,,82.0,,,M,,M,,,99.59,,,,,,
164,2017,3,7,20:00, ,8.0,,3.9,,75.0,,,M,,M,,,99.54,,,,,,
165,2017,3,7,21:00, ,7.9,,2.8,,70.0,,,M,,M,,,99.67,,,,,,
166,2017,3,7,22:00, ,7.1,,-0.5,,59.0,,,M,,M,,,99.71,,,,,,
167,2017,3,7,23:00, ,6.9,,-0.6,,59.0,,,M,,M,,,99.73,,,,,,
168,2017,3,8,00:00, ,7.5,,-0.7,,56.0,,,M,,M,,,99.76,,,,,,
169,2017,3,8,01:00, ,7.1,,-1.3,,55.0,,,M,,M,,,99.79,,,,,,
170,2017,3,8,02:00, ,6.4,,-1.8,,56.0,,,M,,M,,,99.8,,,,,,
171,2017,3,8,03:00, ,5.4,,-2.2,,58.0,,,M,,M,,,99.81,,,,,,
172,2017,3,8,04:00, ,4.6,,-2.5,,60.0,,,M,,M,,,99.8,,,,,,
173,2017,3,8,05:00, ,3.9,,-1.7,,67.0,,,M,,M,,,99.77,,,,,,
174,2017,3,8,06:00, ,4.0,,-2.5,,62.0,,,M,,M,,,99.73,,,,,,
175,2017,3,8,07:00, ,4.1,,-1.6,,67.0,,,M,,M,,,99.69,,,,,,
176,2017,3,8,08:00, ,4.9,,-1.2,,65.0,,,M,,M,,,99.61,,,,,,
177,2017,3,8,09:00, ,6.5,,-1.1,,58.0,,,M,,M,,,99.47,,,,,,
178,2017,3,8,10:00, ,7.7,,-0.4,,57.0,,,M,,M,,,99.37,,,,,,
179,2017,3,8,11:00, ,9.2,,-6.5,,32.0,,,M,,M,,,99.29,,,,,,
180,2017,3,8,12:00, ,10.6,,-5.4,,32.0,,,M,,M,,,99.17,,,,,,
181,2017,3,8,13:00, ,9.9,,-5.4,,33.0,,,M,,M,,,99.11,,,,,,
182,2017,3,8,14:00, ,9.8,,-6.8,,31.0,,,M,,M,,,99.05,,,,,,
183,2017,3,8,15:00, ,9.8,,-10.0,,24.0,,,M,,M,,,99.04,,,,,,
184,2017,3,8,16:00, ,9.3,,-7.8,,29.0,,,M,,M,,,99.12,,,,,,
185,2017,3,8,17:00, ,8.1,,-8.5,,30.0,,,M,,M,,,99.22,,,,,,
186,2017,3,8,18:00, ,6.8,,-7.4,,35.0,,,M,,M,,,99.34,,,,,,
187,2017,3,8,19:00, ,5.5,,-6.1,,43.0,,,M,,M,,,99.43,,,,,,
188,2017,3,8,20:00, ,5.2,,-6.2,,44.0,,,M,,M,,,99.47,,,,,,
189,2017,3,8,21:00, ,5.1,,-6.1,,44.0,,,M,,M,,,99.57,,,,,,
190,2017,3,8,22:00, ,4.3,,-9.1,,37.0,,,M,,M,,,99.64,,,,,,
191,2017,3,8,23:00, ,3.6,,-9.4,,38.0,,,M,,M,,,99.69,,,,,,
192,2017,3,9,00:00, ,3.1,,-8.7,,42.0,,,M,,M,,,99.74,,,,,,
193,2017,3,9,01:00, ,2.4,,-7.9,,46.0,,,M,,M,,,99.87,,,,,,
194,2017,3,9,02:00, ,1.0,,-9.5,,45.0,,,M,,M,,,100.01,,,,,,
195,2017,3,9,03:00, ,-0.3,,-7.5,,58.0,,,M,,M,,,100.07,,,,,,
196,2017,3,9,04:00, ,-0.8,,-7.1,,62.0,,,M,,M,,,100.1,,,,,,
197,2017,3,9,05:00, ,-0.9,,-6.9,,64.0,,,M,,M,,,100.17,,,,,,
198,2017,3,9,06:00, ,-1.0,,-7.1,,63.0,,,M,,M,,,100.23,,,,,,
199,2017,3,9,07:00, ,-0.8,,-7.8,,59.0,,,M,,M,,,100.31,,,,,,
200,2017,3,9,08:00, ,-0.3,,-7.9,,56.0,,,M,,M,,,100.38,,,,,,
201,2017,3,9,09:00, ,-0.1,,-9.8,,48.0,,,M,,M,,,100.45,,,,,,
202,2017,3,9,10:00, ,0.8,,-9.1,,47.0,,,M,,M,,,100.47,,,,,,
203,2017,3,9,11:00, ,1.3,,-9.0,,46.0,,,M,,M,,,100.55,,,,,,
204,2017,3,9,12:00, ,3.2,,-7.9,,44.0,,,M,,M,,,100.52,,,,,,
205,2017,3,9,13:00, ,2.9,,-8.9,,41.0,,,M,,M,,,100.47,,,,,,
206,2017,3,9,14:00, ,3.3,,-8.7,,41.0,,,M,,M,,,100.41,,,,,,
207,2017,3,9,15:00, ,3.4,,-8.6,,41.0,,,M,,M,,,100.42,,,,,,
208,2017,3,9,16:00, ,3.3,,-8.9,,41.0,,,M,,M,,,100.4,,,,,,
209,2017,3,9,17:00, ,2.9,,-8.5,,43.0,,,M,,M,,,100.41,,,,,,
210,2017,3,9,18:00, ,2.1,,-8.7,,45.0,,,M,,M,,,100.41,,,,,,
211,2017,3,9,19:00, ,1.6,,-8.6,,47.0,,,M,,M,,,100.46,,,,,,
212,2017,3,9,20:00, ,1.1,,-8.6,,48.0,,,M,,M,,,100.53,,,,,,
213,2017,3,9,21:00, ,0.7,,-9.8,,45.0,,,M,,M,,,100.49,,,,,,
214,2017,3,9,22:00, ,0.6,,-9.3,,48.0,,,M,,M,,,100.45,,,,,,
215,2017,3,9,23:00, ,0.1,,-8.7,,51.0,,,M,,M,,,100.37,,,,,,
216,2017,3,10,00:00, ,-0.1,,-8.2,,55.0,,,M,,M,,,100.31,,,,,,
217,2017,3,10,01:00, ,-0.3,,-8.2,,55.0,,,M,,M,,,100.28,,,,,,
218,2017,3,10,02:00, ,-1.0,,-8.2,,58.0,,,M,,M,,,100.18,,,,,,
219,2017,3,10,03:00, ,-1.3,,-7.6,,62.0,,,M,,M,,,100.14,,,,,,
220,2017,3,10,04:00, ,-2.2,,-9.1,,59.0,,,M,,M,,,100.13,,,,,,
221,2017,3,10,05:00, ,-2.6,,-10.0,,57.0,,,M,,M,,,100.19,,,,,,
222,2017,3,10,06:00, ,-3.2,,-10.2,,59.0,,,M,,M,,,100.28,,,,,,
223,2017,3,10,07:00, ,-4.0,,-11.0,,58.0,,,M,,M,,,100.3,,,,,,
224,2017,3,10,08:00, ,-4.3,,-10.4,,62.0,,,M,,M,,,100.38,,,,,,
225,2017,3,10,09:00, ,-4.6,,-12.5,,54.0,,,M,,M,,,100.41,,,,,,
226,2017,3,10,10:00, ,-4.5,,-12.2,,55.0,,,M,,M,,,100.42,,,,,,
227,2017,3,10,11:00, ,-4.2,,-14.7,,44.0,,,M,,M,,,100.44,,,,,,
228,2017,3,10,12:00, ,-4.0,,-13.3,,48.0,,,M,,M,,,100.45,,,,,,
229,2017,3,10,13:00, ,-4.7,,-17.5,,36.0,,,M,,M,,,100.45,,,,,,
230,2017,3,10,14:00, ,-5.0,,-18.5,,34.0,,,M,,M,,,100.46,,,,,,
231,2017,3,10,15:00, ,-6.1,,-19.4,,34.0,,,M,,M,,,100.52,,,,,,
232,2017,3,10,16:00, ,-7.2,,-18.0,,42.0,,,M,,M,,,100.59,,,,,,
233,2017,3,10,17:00, ,-8.1,,-20.2,,37.0,,,M,,M,,,100.67,,,,,,
234,2017,3,10,18:00, ,-8.4,,-19.1,,42.0,,,M,,M,,,100.72,,,,,,
235,2017,3,10,19:00, ,-9.2,,-18.2,,48.0,,,M,,M,,,100.76,,,,,,
236,2017,3,10,20:00, ,-9.2,,-17.7,,50.0,,,M,,M,,,100.8,,,,,,
237,2017,3,10,21:00, ,-9.3,,-16.6,,55.0,,,M,,M,,,100.8,,,,,,
238,2017,3,10,22:00, ,-9.0,,-15.8,,58.0,,,M,,M,,,100.8,,,,,,
239,2017,3,10,23:00, ,-8.8,,-15.3,,59.0,,,M,,M,,,100.79,,,,,,
240,2017,3,11,00:00, ,-8.5,,-15.7,,56.0,,,M,,M,,,100.76,,,,,,
241,2017,3,11,01:00, ,-8.6,,-15.6,,57.0,,,M,,M,,,100.76,,,,,,
242,2017,3,11,02:00, ,-10.7,,-14.9,,72.0,,,M,,M,,,100.81,,,,,,
243,2017,3,11,03:00, ,-11.6,,-15.9,,71.0,,,M,,M,,,100.84,,,,,,
244,2017,3,11,04:00, ,-11.8,,-16.4,,68.0,,,M,,M,,,100.87,,,,,,
245,2017,3,11,05:00, ,-11.7,,-19.5,,52.0,,,M,,M,,,100.91,,,,,,
246,2017,3,11,06:00, ,-11.7,,-19.2,,53.0,,,M,,M,,,100.96,,,,,,
247,2017,3,11,07:00, ,-12.2,,-18.2,,61.0,,,M,,M,,,101.01,,,,,,
248,2017,3,11,08:00, ,-11.6,,-17.8,,60.0,,,M,,M,,,101.06,,,,,,
249,2017,3,11,09:00, ,-11.0,,-17.5,,59.0,,,M,,M,,,101.08,,,,,,
250,2017,3,11,10:00, ,-9.0,,-18.2,,47.0,,,M,,M,,,101.05,,,,,,
251,2017,3,11,11:00, ,-6.3,,-16.5,,44.0,,,M,,M,,,101.04,,,,,,
252,2017,3,11,12:00, ,-6.8,,-19.0,,37.0,,,M,,M,,,101.06,,,,,,
253,2017,3,11,13:00, ,-6.1,,-18.3,,37.0,,,M,,M,,,101.06,,,,,,
254,2017,3,11,14:00, ,-6.0,,-17.4,,40.0,,,M,,M,,,101.05,,,,,,
255,2017,3,11,15:00, ,-5.8,,-15.2,,47.0,,,M,,M,,,101.06,,,,,,
256,2017,3,11,16:00, ,-6.5,,-16.1,,46.0,,,M,,M,,,101.08,,,,,,
257,2017,3,11,17:00, ,-6.1,,-14.7,,51.0,,,M,,M,,,101.09,,,,,,
258,2017,3,11,18:00, ,-7.9,,-12.1,,72.0,,,M,,M,,,101.17,,,,,,
259,2017,3,11,19:00, ,-8.4,,-12.3,,74.0,,,M,,M,,,101.21,,,,,,
260,2017,3,11,20:00, ,-8.5,,-13.3,,69.0,,,M,,M,,,101.28,,,,,,
261,2017,3,11,21:00, ,-9.0,,-13.7,,68.0,,,M,,M,,,101.31,,,,,,
262,2017,3,11,22:00, ,-9.9,,-14.1,,71.0,,,M,,M,,,101.38,,,,,,
263,2017,3,11,23:00, ,-10.1,,-14.6,,70.0,,,M,,M,,,101.41,,,,,,
264,2017,3,12,00:00, ,-10.4,,-15.6,,66.0,,,M,,M,,,101.41,,,,,,
265,2017,3,12,01:00, ,-10.6,,-16.0,,64.0,,,M,,M,,,101.4,,,,,,
266,2017,3,12,02:00, ,-10.8,,-18.1,,55.0,,,M,,M,,,101.44,,,,,,
267,2017,3,12,03:00, ,-10.8,,-18.6,,53.0,,,M,,M,,,101.43,,,,,,
268,2017,3,12,04:00, ,-11.2,,-20.1,,48.0,,,M,,M,,,101.48,,,,,,
269,2017,3,12,05:00, ,-11.8,,-21.5,,45.0,,,M,,M,,,101.52,,,,,,
270,2017,3,12,06:00, ,-12.3,,-23.0,,40.0,,,M,,M,,,101.54,,,,,,
271,2017,3,12,07:00, ,-12.3,,-23.1,,40.0,,,M,,M,,,101.57,,,,,,
272,2017,3,12,08:00, ,-12.0,,-22.2,,42.0,,,M,,M,,,101.6,,,,,,
273,2017,3,12,09:00, ,-11.4,,-21.5,,43.0,,,M,,M,,,101.64,,,,,,
274,2017,3,12,10:00, ,-10.5,,-19.9,,46.0,,,M,,M,,,101.61,,,,,,
275,2017,3,12,11:00, ,-8.5,,-18.2,,45.0,,,M,,M,,,101.6,,,,,,
276,2017,3,12,12:00, ,-7.1,,-16.6,,46.0,,,M,,M,,,101.6,,,,,,
277,2017,3,12,13:00, ,-6.4,,-14.9,,51.0,,,M,,M,,,101.58,,,,,,
278,2017,3,12,14:00, ,-4.9,,-13.7,,50.0,,,M,,M,,,101.53,,,,,,
